S/N,Year,Month,Day,HS of Year,EB of Year,HS of Month,EB of Month,HS of Day,EB of Day,Season
20686,1979,7,26,6,8,8,8,1,7,6
20687,1979,7,27,6,8,8,8,2,8,6
20688,1979,7,28,6,8,8,8,3,9,6
20689,1979,7,29,6,8,8,8,4,10,6
20690,1979,7,30,6,8,8,8,5,11,6
20691,1979,7,31,6,8,8,8,6,12,6
20692,1979,8,1,6,8,8,8,7,1,6
20693,1979,8,2,6,8,8,8,8,2,6
20694,1979,8,3,6,8,8,8,9,3,6
20695,1979,8,4,6,8,8,8,10,4,6
20696,1979,8,5,6,8,8,8,1,5,6
20697,1979,8,6,6,8,8,8,2,6,6
20698,1979,8,7,6,8,8,8,3,7,6
20699,1979,8,8,6,8,9,9,4,8,7
20700,1979,8,9,6,8,9,9,5,9,7
20701,1979,8,10,6,8,9,9,6,10,7
20702,1979,8,11,6,8,9,9,7,11,7
20703,1979,8,12,6,8,9,9,8,12,7
20704,1979,8,13,6,8,9,9,9,1,7
20705,1979,8,14,6,8,9,9,10,2,7
20706,1979,8,15,6,8,9,9,1,3,7
20707,1979,8,16,6,8,9,9,2,4,7
20708,1979,8,17,6,8,9,9,3,5,7
20709,1979,8,18,6,8,9,9,4,6,7
20710,1979,8,19,6,8,9,9,5,7,7
20711,1979,8,20,6,8,9,9,6,8,7
20712,1979,8,21,6,8,9,9,7,9,7
20713,1979,8,22,6,8,9,9,8,10,7
20714,1979,8,23,6,8,9,9,9,11,7
20715,1979,8,24,6,8,9,9,10,12,7
20716,1979,8,25,6,8,9,9,1,1,7
20717,1979,8,26,6,8,9,9,2,2,7
20718,1979,8,27,6,8,9,9,3,3,7
20719,1979,8,28,6,8,9,9,4,4,7
20720,1979,8,29,6,8,9,9,5,5,7
20721,1979,8,30,6,8,9,9,6,6,7
20722,1979,8,31,6,8,9,9,7,7,7
20723,1979,9,1,6,8,9,9,8,8,7
20724,1979,9,2,6,8,9,9,9,9,7
20725,1979,9,3,6,8,9,9,10,10,7
20726,1979,9,4,6,8,9,9,1,11,7
20727,1979,9,5,6,8,9,9,2,12,7
20728,1979,9,6,6,8,9,9,3,1,7
20729,1979,9,7,6,8,9,9,4,2,7
20730,1979,9,8,6,8,10,10,5,3,8
20731,1979,9,9,6,8,10,10,6,4,8
20732,1979,9,10,6,8,10,10,7,5,8
20733,1979,9,11,6,8,10,10,8,6,8
20734,1979,9,12,6,8,10,10,9,7,8
20735,1979,9,13,6,8,10,10,10,8,8
20736,1979,9,14,6,8,10,10,1,9,8
20737,1979,9,15,6,8,10,10,2,10,8
20738,1979,9,16,6,8,10,10,3,11,8
20739,1979,9,17,6,8,10,10,4,12,8
20740,1979,9,18,6,8,10,10,5,1,8
20741,1979,9,19,6,8,10,10,6,2,8
20742,1979,9,20,6,8,10,10,7,3,8
20743,1979,9,21,6,8,10,10,8,4,8
20744,1979,9,22,6,8,10,10,9,5,8
20745,1979,9,23,6,8,10,10,10,6,8
20746,1979,9,24,6,8,10,10,1,7,8
20747,1979,9,25,6,8,10,10,2,8,8
20748,1979,9,26,6,8,10,10,3,9,8
20749,1979,9,27,6,8,10,10,4,10,8
20750,1979,9,28,6,8,10,10,5,11,8
20751,1979,9,29,6,8,10,10,6,12,8
20752,1979,9,30,6,8,10,10,7,1,8
20753,1979,10,1,6,8,10,10,8,2,8
20754,1979,10,2,6,8,10,10,9,3,8
20755,1979,10,3,6,8,10,10,10,4,8
20756,1979,10,4,6,8,10,10,1,5,8
20757,1979,10,5,6,8,10,10,2,6,8
20758,1979,10,6,6,8,10,10,3,7,8
20759,1979,10,7,6,8,10,10,4,8,8
20760,1979,10,8,6,8,10,10,5,9,8
20761,1979,10,9,6,8,1,11,6,10,9
20762,1979,10,10,6,8,1,11,7,11,9
20763,1979,10,11,6,8,1,11,8,12,9
20764,1979,10,12,6,8,1,11,9,1,9
20765,1979,10,13,6,8,1,11,10,2,9
20766,1979,10,14,6,8,1,11,1,3,9
20767,1979,10,15,6,8,1,11,2,4,9
20768,1979,10,16,6,8,1,11,3,5,9
20769,1979,10,17,6,8,1,11,4,6,9
20770,1979,10,18,6,8,1,11,5,7,9
20771,1979,10,19,6,8,1,11,6,8,9
20772,1979,10,20,6,8,1,11,7,9,9
20773,1979,10,21,6,8,1,11,8,10,9
20774,1979,10,22,6,8,1,11,9,11,9
20775,1979,10,23,6,8,1,11,10,12,9
20776,1979,10,24,6,8,1,11,1,1,9
20777,1979,10,25,6,8,1,11,2,2,9
20778,1979,10,26,6,8,1,11,3,3,9
20779,1979,10,27,6,8,1,11,4,4,9
20780,1979,10,28,6,8,1,11,5,5,9
20781,1979,10,29,6,8,1,11,6,6,9
20782,1979,10,30,6,8,1,11,7,7,9
20783,1979,10,31,6,8,1,11,8,8,9
20784,1979,11,1,6,8,1,11,9,9,9
20785,1979,11,2,6,8,1,11,10,10,9
20786,1979,11,3,6,8,1,11,1,11,9
20787,1979,11,4,6,8,1,11,2,12,9
20788,1979,11,5,6,8,1,11,3,1,9
20789,1979,11,6,6,8,1,11,4,2,9
20790,1979,11,7,6,8,1,11,5,3,9
20791,1979,11,8,6,8,2,12,6,4,10
20792,1979,11,9,6,8,2,12,7,5,10
20793,1979,11,10,6,8,2,12,8,6,10
20794,1979,11,11,6,8,2,12,9,7,10
20795,1979,11,12,6,8,2,12,10,8,10
20796,1979,11,13,6,8,2,12,1,9,10
20797,1979,11,14,6,8,2,12,2,10,10
20798,1979,11,15,6,8,2,12,3,11,10
20799,1979,11,16,6,8,2,12,4,12,10
20800,1979,11,17,6,8,2,12,5,1,10
20801,1979,11,18,6,8,2,12,6,2,10
20802,1979,11,19,6,8,2,12,7,3,10
20803,1979,11,20,6,8,2,12,8,4,10
20804,1979,11,21,6,8,2,12,9,5,10
20805,1979,11,22,6,8,2,12,10,6,10
20806,1979,11,23,6,8,2,12,1,7,10
20807,1979,11,24,6,8,2,12,2,8,10
20808,1979,11,25,6,8,2,12,3,9,10
20809,1979,11,26,6,8,2,12,4,10,10
20810,1979,11,27,6,8,2,12,5,11,10
20811,1979,11,28,6,8,2,12,6,12,10
20812,1979,11,29,6,8,2,12,7,1,10
20813,1979,11,30,6,8,2,12,8,2,10
20814,1979,12,1,6,8,2,12,9,3,10
20815,1979,12,2,6,8,2,12,10,4,10
20816,1979,12,3,6,8,2,12,1,5,10
20817,1979,12,4,6,8,2,12,2,6,10
20818,1979,12,5,6,8,2,12,3,7,10
20819,1979,12,6,6,8,2,12,4,8,10
20820,1979,12,7,6,8,2,12,5,9,10
20821,1979,12,8,6,8,3,1,6,10,11
20822,1979,12,9,6,8,3,1,7,11,11
20823,1979,12,10,6,8,3,1,8,12,11
20824,1979,12,11,6,8,3,1,9,1,11
20825,1979,12,12,6,8,3,1,10,2,11
20826,1979,12,13,6,8,3,1,1,3,11
20827,1979,12,14,6,8,3,1,2,4,11
20828,1979,12,15,6,8,3,1,3,5,11
20829,1979,12,16,6,8,3,1,4,6,11
20830,1979,12,17,6,8,3,1,5,7,11
20831,1979,12,18,6,8,3,1,6,8,11
20832,1979,12,19,6,8,3,1,7,9,11
20833,1979,12,20,6,8,3,1,8,10,11
20834,1979,12,21,6,8,3,1,9,11,11
20835,1979,12,22,6,8,3,1,10,12,11
20836,1979,12,23,6,8,3,1,1,1,11
20837,1979,12,24,6,8,3,1,2,2,11
20838,1979,12,25,6,8,3,1,3,3,11
20839,1979,12,26,6,8,3,1,4,4,11
20840,1979,12,27,6,8,3,1,5,5,11
20841,1979,12,28,6,8,3,1,6,6,11
20842,1979,12,29,6,8,3,1,7,7,11
20843,1979,12,30,6,8,3,1,8,8,11
20844,1979,12,31,6,8,3,1,9,9,11
20845,1980,1,1,6,8,3,1,10,10,11
20846,1980,1,2,6,8,3,1,1,11,11
20847,1980,1,3,6,8,3,1,2,12,11
20848,1980,1,4,6,8,3,1,3,1,11
20849,1980,1,5,6,8,3,1,4,2,11
20850,1980,1,6,6,8,4,2,5,3,12
20851,1980,1,7,6,8,4,2,6,4,12
20852,1980,1,8,6,8,4,2,7,5,12
20853,1980,1,9,6,8,4,2,8,6,12
20854,1980,1,10,6,8,4,2,9,7,12
20855,1980,1,11,6,8,4,2,10,8,12
20856,1980,1,12,6,8,4,2,1,9,12
20857,1980,1,13,6,8,4,2,2,10,12
20858,1980,1,14,6,8,4,2,3,11,12
20859,1980,1,15,6,8,4,2,4,12,12
20860,1980,1,16,6,8,4,2,5,1,12
20861,1980,1,17,6,8,4,2,6,2,12
20862,1980,1,18,6,8,4,2,7,3,12
20863,1980,1,19,6,8,4,2,8,4,12
20864,1980,1,20,6,8,4,2,9,5,12
20865,1980,1,21,6,8,4,2,10,6,12
20866,1980,1,22,6,8,4,2,1,7,12
20867,1980,1,23,6,8,4,2,2,8,12
20868,1980,1,24,6,8,4,2,3,9,12
20869,1980,1,25,6,8,4,2,4,10,12
20870,1980,1,26,6,8,4,2,5,11,12
20871,1980,1,27,6,8,4,2,6,12,12
20872,1980,1,28,6,8,4,2,7,1,12
20873,1980,1,29,6,8,4,2,8,2,12
20874,1980,1,30,6,8,4,2,9,3,12
20875,1980,1,31,6,8,4,2,10,4,12
20876,1980,2,1,6,8,4,2,1,5,12
20877,1980,2,2,6,8,4,2,2,6,12
20878,1980,2,3,6,8,4,2,3,7,12
20879,1980,2,4,6,8,4,2,4,8,12
20880,1980,2,5,7,9,5,3,5,9,1
20881,1980,2,6,7,9,5,3,6,10,1
20882,1980,2,7,7,9,5,3,7,11,1
20883,1980,2,8,7,9,5,3,8,12,1
20884,1980,2,9,7,9,5,3,9,1,1
20885,1980,2,10,7,9,5,3,10,2,1
20886,1980,2,11,7,9,5,3,1,3,1
20887,1980,2,12,7,9,5,3,2,4,1
20888,1980,2,13,7,9,5,3,3,5,1
20889,1980,2,14,7,9,5,3,4,6,1
20890,1980,2,15,7,9,5,3,5,7,1
20891,1980,2,16,7,9,5,3,6,8,1
20892,1980,2,17,7,9,5,3,7,9,1
20893,1980,2,18,7,9,5,3,8,10,1
20894,1980,2,19,7,9,5,3,9,11,1
20895,1980,2,20,7,9,5,3,10,12,1
20896,1980,2,21,7,9,5,3,1,1,1
20897,1980,2,22,7,9,5,3,2,2,1
20898,1980,2,23,7,9,5,3,3,3,1
20899,1980,2,24,7,9,5,3,4,4,1
20900,1980,2,25,7,9,5,3,5,5,1
20901,1980,2,26,7,9,5,3,6,6,1
20902,1980,2,27,7,9,5,3,7,7,1
20903,1980,2,28,7,9,5,3,8,8,1
20904,1980,2,29,7,9,5,3,9,9,1
20905,1980,3,1,7,9,5,3,10,10,1
20906,1980,3,2,7,9,5,3,1,11,1
20907,1980,3,3,7,9,5,3,2,12,1
20908,1980,3,4,7,9,5,3,3,1,1
20909,1980,3,5,7,9,6,4,4,2,2
20910,1980,3,6,7,9,6,4,5,3,2
20911,1980,3,7,7,9,6,4,6,4,2
20912,1980,3,8,7,9,6,4,7,5,2
20913,1980,3,9,7,9,6,4,8,6,2
20914,1980,3,10,7,9,6,4,9,7,2
20915,1980,3,11,7,9,6,4,10,8,2
20916,1980,3,12,7,9,6,4,1,9,2
20917,1980,3,13,7,9,6,4,2,10,2
20918,1980,3,14,7,9,6,4,3,11,2
20919,1980,3,15,7,9,6,4,4,12,2
20920,1980,3,16,7,9,6,4,5,1,2
20921,1980,3,17,7,9,6,4,6,2,2
20922,1980,3,18,7,9,6,4,7,3,2
20923,1980,3,19,7,9,6,4,8,4,2
20924,1980,3,20,7,9,6,4,9,5,2
20925,1980,3,21,7,9,6,4,10,6,2
20926,1980,3,22,7,9,6,4,1,7,2
20927,1980,3,23,7,9,6,4,2,8,2
20928,1980,3,24,7,9,6,4,3,9,2
20929,1980,3,25,7,9,6,4,4,10,2
20930,1980,3,26,7,9,6,4,5,11,2
20931,1980,3,27,7,9,6,4,6,12,2
20932,1980,3,28,7,9,6,4,7,1,2
20933,1980,3,29,7,9,6,4,8,2,2
20934,1980,3,30,7,9,6,4,9,3,2
20935,1980,3,31,7,9,6,4,10,4,2
20936,1980,4,1,7,9,6,4,1,5,2
20937,1980,4,2,7,9,6,4,2,6,2
20938,1980,4,3,7,9,6,4,3,7,2
20939,1980,4,4,7,9,7,5,4,8,3
20940,1980,4,5,7,9,7,5,5,9,3
20941,1980,4,6,7,9,7,5,6,10,3
20942,1980,4,7,7,9,7,5,7,11,3
20943,1980,4,8,7,9,7,5,8,12,3
20944,1980,4,9,7,9,7,5,9,1,3
20945,1980,4,10,7,9,7,5,10,2,3
20946,1980,4,11,7,9,7,5,1,3,3
20947,1980,4,12,7,9,7,5,2,4,3
20948,1980,4,13,7,9,7,5,3,5,3
20949,1980,4,14,7,9,7,5,4,6,3
20950,1980,4,15,7,9,7,5,5,7,3
20951,1980,4,16,7,9,7,5,6,8,3
20952,1980,4,17,7,9,7,5,7,9,3
20953,1980,4,18,7,9,7,5,8,10,3
20954,1980,4,19,7,9,7,5,9,11,3
20955,1980,4,20,7,9,7,5,10,12,3
20956,1980,4,21,7,9,7,5,1,1,3
20957,1980,4,22,7,9,7,5,2,2,3
20958,1980,4,23,7,9,7,5,3,3,3
20959,1980,4,24,7,9,7,5,4,4,3
20960,1980,4,25,7,9,7,5,5,5,3
20961,1980,4,26,7,9,7,5,6,6,3
20962,1980,4,27,7,9,7,5,7,7,3
20963,1980,4,28,7,9,7,5,8,8,3
20964,1980,4,29,7,9,7,5,9,9,3
20965,1980,4,30,7,9,7,5,10,10,3
20966,1980,5,1,7,9,7,5,1,11,3
20967,1980,5,2,7,9,7,5,2,12,3
20968,1980,5,3,7,9,7,5,3,1,3
20969,1980,5,4,7,9,7,5,4,2,3
20970,1980,5,5,7,9,8,6,5,3,4
20971,1980,5,6,7,9,8,6,6,4,4
20972,1980,5,7,7,9,8,6,7,5,4
20973,1980,5,8,7,9,8,6,8,6,4
20974,1980,5,9,7,9,8,6,9,7,4
20975,1980,5,10,7,9,8,6,10,8,4
20976,1980,5,11,7,9,8,6,1,9,4
20977,1980,5,12,7,9,8,6,2,10,4
20978,1980,5,13,7,9,8,6,3,11,4
20979,1980,5,14,7,9,8,6,4,12,4
20980,1980,5,15,7,9,8,6,5,1,4
20981,1980,5,16,7,9,8,6,6,2,4
20982,1980,5,17,7,9,8,6,7,3,4
20983,1980,5,18,7,9,8,6,8,4,4
20984,1980,5,19,7,9,8,6,9,5,4
20985,1980,5,20,7,9,8,6,10,6,4
20986,1980,5,21,7,9,8,6,1,7,4
20987,1980,5,22,7,9,8,6,2,8,4
20988,1980,5,23,7,9,8,6,3,9,4
20989,1980,5,24,7,9,8,6,4,10,4
20990,1980,5,25,7,9,8,6,5,11,4
20991,1980,5,26,7,9,8,6,6,12,4
20992,1980,5,27,7,9,8,6,7,1,4
20993,1980,5,28,7,9,8,6,8,2,4
20994,1980,5,29,7,9,8,6,9,3,4
20995,1980,5,30,7,9,8,6,10,4,4
20996,1980,5,31,7,9,8,6,1,5,4
20997,1980,6,1,7,9,8,6,2,6,4
20998,1980,6,2,7,9,8,6,3,7,4
20999,1980,6,3,7,9,8,6,4,8,4
21000,1980,6,4,7,9,8,6,5,9,4
21001,1980,6,5,7,9,9,7,6,10,5
21002,1980,6,6,7,9,9,7,7,11,5
21003,1980,6,7,7,9,9,7,8,12,5
21004,1980,6,8,7,9,9,7,9,1,5
21005,1980,6,9,7,9,9,7,10,2,5
21006,1980,6,10,7,9,9,7,1,3,5
21007,1980,6,11,7,9,9,7,2,4,5
21008,1980,6,12,7,9,9,7,3,5,5
21009,1980,6,13,7,9,9,7,4,6,5
21010,1980,6,14,7,9,9,7,5,7,5
21011,1980,6,15,7,9,9,7,6,8,5
21012,1980,6,16,7,9,9,7,7,9,5
21013,1980,6,17,7,9,9,7,8,10,5
21014,1980,6,18,7,9,9,7,9,11,5
21015,1980,6,19,7,9,9,7,10,12,5
21016,1980,6,20,7,9,9,7,1,1,5
21017,1980,6,21,7,9,9,7,2,2,5
21018,1980,6,22,7,9,9,7,3,3,5
21019,1980,6,23,7,9,9,7,4,4,5
21020,1980,6,24,7,9,9,7,5,5,5
21021,1980,6,25,7,9,9,7,6,6,5
21022,1980,6,26,7,9,9,7,7,7,5
21023,1980,6,27,7,9,9,7,8,8,5
21024,1980,6,28,7,9,9,7,9,9,5
21025,1980,6,29,7,9,9,7,10,10,5
21026,1980,6,30,7,9,9,7,1,11,5
21027,1980,7,1,7,9,9,7,2,12,5
21028,1980,7,2,7,9,9,7,3,1,5
21029,1980,7,3,7,9,9,7,4,2,5
21030,1980,7,4,7,9,9,7,5,3,5
21031,1980,7,5,7,9,9,7,6,4,5
21032,1980,7,6,7,9,9,7,7,5,5
21033,1980,7,7,7,9,10,8,8,6,6
21034,1980,7,8,7,9,10,8,9,7,6
21035,1980,7,9,7,9,10,8,10,8,6
21036,1980,7,10,7,9,10,8,1,9,6
21037,1980,7,11,7,9,10,8,2,10,6
21038,1980,7,12,7,9,10,8,3,11,6
21039,1980,7,13,7,9,10,8,4,12,6
21040,1980,7,14,7,9,10,8,5,1,6
21041,1980,7,15,7,9,10,8,6,2,6
21042,1980,7,16,7,9,10,8,7,3,6
21043,1980,7,17,7,9,10,8,8,4,6
21044,1980,7,18,7,9,10,8,9,5,6
21045,1980,7,19,7,9,10,8,10,6,6
21046,1980,7,20,7,9,10,8,1,7,6
21047,1980,7,21,7,9,10,8,2,8,6
21048,1980,7,22,7,9,10,8,3,9,6
21049,1980,7,23,7,9,10,8,4,10,6
21050,1980,7,24,7,9,10,8,5,11,6
21051,1980,7,25,7,9,10,8,6,12,6
21052,1980,7,26,7,9,10,8,7,1,6
21053,1980,7,27,7,9,10,8,8,2,6
21054,1980,7,28,7,9,10,8,9,3,6
21055,1980,7,29,7,9,10,8,10,4,6
21056,1980,7,30,7,9,10,8,1,5,6
21057,1980,7,31,7,9,10,8,2,6,6
21058,1980,8,1,7,9,10,8,3,7,6
21059,1980,8,2,7,9,10,8,4,8,6
21060,1980,8,3,7,9,10,8,5,9,6
21061,1980,8,4,7,9,10,8,6,10,6
21062,1980,8,5,7,9,10,8,7,11,6
21063,1980,8,6,7,9,10,8,8,12,6
21064,1980,8,7,7,9,1,9,9,1,7
21065,1980,8,8,7,9,1,9,10,2,7
21066,1980,8,9,7,9,1,9,1,3,7
21067,1980,8,10,7,9,1,9,2,4,7
21068,1980,8,11,7,9,1,9,3,5,7
21069,1980,8,12,7,9,1,9,4,6,7
21070,1980,8,13,7,9,1,9,5,7,7
21071,1980,8,14,7,9,1,9,6,8,7
21072,1980,8,15,7,9,1,9,7,9,7
21073,1980,8,16,7,9,1,9,8,10,7
21074,1980,8,17,7,9,1,9,9,11,7
21075,1980,8,18,7,9,1,9,10,12,7
21076,1980,8,19,7,9,1,9,1,1,7
21077,1980,8,20,7,9,1,9,2,2,7
21078,1980,8,21,7,9,1,9,3,3,7
21079,1980,8,22,7,9,1,9,4,4,7
21080,1980,8,23,7,9,1,9,5,5,7
21081,1980,8,24,7,9,1,9,6,6,7
21082,1980,8,25,7,9,1,9,7,7,7
21083,1980,8,26,7,9,1,9,8,8,7
21084,1980,8,27,7,9,1,9,9,9,7
21085,1980,8,28,7,9,1,9,10,10,7
21086,1980,8,29,7,9,1,9,1,11,7
21087,1980,8,30,7,9,1,9,2,12,7
21088,1980,8,31,7,9,1,9,3,1,7
21089,1980,9,1,7,9,1,9,4,2,7
21090,1980,9,2,7,9,1,9,5,3,7
21091,1980,9,3,7,9,1,9,6,4,7
21092,1980,9,4,7,9,1,9,7,5,7
21093,1980,9,5,7,9,1,9,8,6,7
21094,1980,9,6,7,9,1,9,9,7,7
21095,1980,9,7,7,9,2,10,10,8,8
21096,1980,9,8,7,9,2,10,1,9,8
21097,1980,9,9,7,9,2,10,2,10,8
21098,1980,9,10,7,9,2,10,3,11,8
21099,1980,9,11,7,9,2,10,4,12,8
21100,1980,9,12,7,9,2,10,5,1,8
21101,1980,9,13,7,9,2,10,6,2,8
21102,1980,9,14,7,9,2,10,7,3,8
21103,1980,9,15,7,9,2,10,8,4,8
21104,1980,9,16,7,9,2,10,9,5,8
21105,1980,9,17,7,9,2,10,10,6,8
21106,1980,9,18,7,9,2,10,1,7,8
21107,1980,9,19,7,9,2,10,2,8,8
21108,1980,9,20,7,9,2,10,3,9,8
21109,1980,9,21,7,9,2,10,4,10,8
21110,1980,9,22,7,9,2,10,5,11,8
21111,1980,9,23,7,9,2,10,6,12,8
21112,1980,9,24,7,9,2,10,7,1,8
21113,1980,9,25,7,9,2,10,8,2,8
21114,1980,9,26,7,9,2,10,9,3,8
21115,1980,9,27,7,9,2,10,10,4,8
21116,1980,9,28,7,9,2,10,1,5,8
21117,1980,9,29,7,9,2,10,2,6,8
21118,1980,9,30,7,9,2,10,3,7,8
21119,1980,10,1,7,9,2,10,4,8,8
21120,1980,10,2,7,9,2,10,5,9,8
21121,1980,10,3,7,9,2,10,6,10,8
21122,1980,10,4,7,9,2,10,7,11,8
21123,1980,10,5,7,9,2,10,8,12,8
21124,1980,10,6,7,9,2,10,9,1,8
21125,1980,10,7,7,9,2,10,10,2,8
21126,1980,10,8,7,9,3,11,1,3,9
21127,1980,10,9,7,9,3,11,2,4,9
21128,1980,10,10,7,9,3,11,3,5,9
21129,1980,10,11,7,9,3,11,4,6,9
21130,1980,10,12,7,9,3,11,5,7,9
21131,1980,10,13,7,9,3,11,6,8,9
21132,1980,10,14,7,9,3,11,7,9,9
21133,1980,10,15,7,9,3,11,8,10,9
21134,1980,10,16,7,9,3,11,9,11,9
21135,1980,10,17,7,9,3,11,10,12,9
21136,1980,10,18,7,9,3,11,1,1,9
21137,1980,10,19,7,9,3,11,2,2,9
21138,1980,10,20,7,9,3,11,3,3,9
21139,1980,10,21,7,9,3,11,4,4,9
21140,1980,10,22,7,9,3,11,5,5,9
21141,1980,10,23,7,9,3,11,6,6,9
21142,1980,10,24,7,9,3,11,7,7,9
21143,1980,10,25,7,9,3,11,8,8,9
21144,1980,10,26,7,9,3,11,9,9,9
21145,1980,10,27,7,9,3,11,10,10,9
21146,1980,10,28,7,9,3,11,1,11,9
21147,1980,10,29,7,9,3,11,2,12,9
21148,1980,10,30,7,9,3,11,3,1,9
21149,1980,10,31,7,9,3,11,4,2,9
21150,1980,11,1,7,9,3,11,5,3,9
21151,1980,11,2,7,9,3,11,6,4,9
21152,1980,11,3,7,9,3,11,7,5,9
21153,1980,11,4,7,9,3,11,8,6,9
21154,1980,11,5,7,9,3,11,9,7,9
21155,1980,11,6,7,9,3,11,10,8,9
21156,1980,11,7,7,9,4,12,1,9,10
21157,1980,11,8,7,9,4,12,2,10,10
21158,1980,11,9,7,9,4,12,3,11,10
21159,1980,11,10,7,9,4,12,4,12,10
21160,1980,11,11,7,9,4,12,5,1,10
21161,1980,11,12,7,9,4,12,6,2,10
21162,1980,11,13,7,9,4,12,7,3,10
21163,1980,11,14,7,9,4,12,8,4,10
21164,1980,11,15,7,9,4,12,9,5,10
21165,1980,11,16,7,9,4,12,10,6,10
21166,1980,11,17,7,9,4,12,1,7,10
21167,1980,11,18,7,9,4,12,2,8,10
21168,1980,11,19,7,9,4,12,3,9,10
21169,1980,11,20,7,9,4,12,4,10,10
21170,1980,11,21,7,9,4,12,5,11,10
21171,1980,11,22,7,9,4,12,6,12,10
21172,1980,11,23,7,9,4,12,7,1,10
21173,1980,11,24,7,9,4,12,8,2,10
21174,1980,11,25,7,9,4,12,9,3,10
21175,1980,11,26,7,9,4,12,10,4,10
21176,1980,11,27,7,9,4,12,1,5,10
21177,1980,11,28,7,9,4,12,2,6,10
21178,1980,11,29,7,9,4,12,3,7,10
21179,1980,11,30,7,9,4,12,4,8,10
21180,1980,12,1,7,9,4,12,5,9,10
21181,1980,12,2,7,9,4,12,6,10,10
21182,1980,12,3,7,9,4,12,7,11,10
21183,1980,12,4,7,9,4,12,8,12,10
21184,1980,12,5,7,9,4,12,9,1,10
21185,1980,12,6,7,9,4,12,10,2,10
21186,1980,12,7,7,9,5,1,1,3,11
21187,1980,12,8,7,9,5,1,2,4,11
21188,1980,12,9,7,9,5,1,3,5,11
21189,1980,12,10,7,9,5,1,4,6,11
21190,1980,12,11,7,9,5,1,5,7,11
21191,1980,12,12,7,9,5,1,6,8,11
21192,1980,12,13,7,9,5,1,7,9,11
21193,1980,12,14,7,9,5,1,8,10,11
21194,1980,12,15,7,9,5,1,9,11,11
21195,1980,12,16,7,9,5,1,10,12,11
21196,1980,12,17,7,9,5,1,1,1,11
21197,1980,12,18,7,9,5,1,2,2,11
21198,1980,12,19,7,9,5,1,3,3,11
21199,1980,12,20,7,9,5,1,4,4,11
21200,1980,12,21,7,9,5,1,5,5,11
21201,1980,12,22,7,9,5,1,6,6,11
21202,1980,12,23,7,9,5,1,7,7,11
21203,1980,12,24,7,9,5,1,8,8,11
21204,1980,12,25,7,9,5,1,9,9,11
21205,1980,12,26,7,9,5,1,10,10,11
21206,1980,12,27,7,9,5,1,1,11,11
21207,1980,12,28,7,9,5,1,2,12,11
21208,1980,12,29,7,9,5,1,3,1,11
21209,1980,12,30,7,9,5,1,4,2,11
21210,1980,12,31,7,9,5,1,5,3,11
21211,1981,1,1,7,9,5,1,6,4,11
21212,1981,1,2,7,9,5,1,7,5,11
21213,1981,1,3,7,9,5,1,8,6,11
21214,1981,1,4,7,9,5,1,9,7,11
21215,1981,1,5,7,9,6,2,10,8,12
21216,1981,1,6,7,9,6,2,1,9,12
21217,1981,1,7,7,9,6,2,2,10,12
21218,1981,1,8,7,9,6,2,3,11,12
21219,1981,1,9,7,9,6,2,4,12,12
21220,1981,1,10,7,9,6,2,5,1,12
21221,1981,1,11,7,9,6,2,6,2,12
21222,1981,1,12,7,9,6,2,7,3,12
21223,1981,1,13,7,9,6,2,8,4,12
21224,1981,1,14,7,9,6,2,9,5,12
21225,1981,1,15,7,9,6,2,10,6,12
21226,1981,1,16,7,9,6,2,1,7,12
21227,1981,1,17,7,9,6,2,2,8,12
21228,1981,1,18,7,9,6,2,3,9,12
21229,1981,1,19,7,9,6,2,4,10,12
21230,1981,1,20,7,9,6,2,5,11,12
21231,1981,1,21,7,9,6,2,6,12,12
21232,1981,1,22,7,9,6,2,7,1,12
21233,1981,1,23,7,9,6,2,8,2,12
21234,1981,1,24,7,9,6,2,9,3,12
21235,1981,1,25,7,9,6,2,10,4,12
21236,1981,1,26,7,9,6,2,1,5,12
21237,1981,1,27,7,9,6,2,2,6,12
21238,1981,1,28,7,9,6,2,3,7,12
21239,1981,1,29,7,9,6,2,4,8,12
21240,1981,1,30,7,9,6,2,5,9,12
21241,1981,1,31,7,9,6,2,6,10,12
21242,1981,2,1,7,9,6,2,7,11,12
21243,1981,2,2,7,9,6,2,8,12,12
21244,1981,2,3,7,9,6,2,9,1,12
21245,1981,2,4,8,10,7,3,10,2,1
21246,1981,2,5,8,10,7,3,1,3,1
21247,1981,2,6,8,10,7,3,2,4,1
21248,1981,2,7,8,10,7,3,3,5,1
21249,1981,2,8,8,10,7,3,4,6,1
21250,1981,2,9,8,10,7,3,5,7,1
21251,1981,2,10,8,10,7,3,6,8,1
21252,1981,2,11,8,10,7,3,7,9,1
21253,1981,2,12,8,10,7,3,8,10,1
21254,1981,2,13,8,10,7,3,9,11,1
21255,1981,2,14,8,10,7,3,10,12,1
21256,1981,2,15,8,10,7,3,1,1,1
21257,1981,2,16,8,10,7,3,2,2,1
21258,1981,2,17,8,10,7,3,3,3,1
21259,1981,2,18,8,10,7,3,4,4,1
21260,1981,2,19,8,10,7,3,5,5,1
21261,1981,2,20,8,10,7,3,6,6,1
21262,1981,2,21,8,10,7,3,7,7,1
21263,1981,2,22,8,10,7,3,8,8,1
21264,1981,2,23,8,10,7,3,9,9,1
21265,1981,2,24,8,10,7,3,10,10,1
21266,1981,2,25,8,10,7,3,1,11,1
