name,ID,HS_Hour,EB_Hour,HS_Day,HS_Month,EB_Month,HS_Year,EB_Year,EB_Hour_eng,EB_Day,EB_Day_eng,EB_Month_eng,EB_Year_eng,Season,Element,kin_tone,kin_seal,kin_number,guide_seal,guide_tone,analogue_seal,analogue_tone,antipode_seal,antipode_tone,occult_seal,occult_tone,tribe,a_tribe,sun,moon,ascendant
"Paolo Lorenzi",511,N/A,N/A,"yin fire","yang metal","yang water","yin metal","yin metal",N/A,"yin wood",rabbit,rat,rooster,"Mid Winter",metal,magnetic,worldBridger,66,worldBridger,magnetic,skyWalker,magnetic,warrior,magnetic,eagle,cosmic,red,white,"Sag 23 25 56","Leo 19 58 07","Pis 23 31 28"
"Julien Benneteau",512,N/A,N/A,"yang water","yang metal","yang water","yin metal","yin metal",N/A,"yang metal",monkey,rat,rooster,"Mid Winter",metal,rhythmic,monkey,71,monkey,rhythmic,star,rhythmic,dragon,rhythmic,dog,galactic,yellow,blue,"Sag 28 31 17","Lib 24 08 53","Pis 28 53 30"
"David Nalbandian",513,N/A,N/A,"yang wood","yang metal","yang water","yin metal","yin metal",N/A,"yang metal",monkey,rat,rooster,"Mid Winter",metal,overtone,night,83,monkey,overtone,warrior,overtone,skyWalker,overtone,mirror,solar,yellow,blue,"Cap 10 45 06","Pis 19 48 07","Ari 11 45 27"
"Paul Henri Mathieu",514,N/A,N/A,"yin wood","yin metal","yin earth","yin metal","yin metal",N/A,"yin earth",sheep,ox,rooster,"Late Winter",neutral,electric,wizard,94,mirror,electric,snake,electric,seed,electric,hand,spectral,red,white,"Cap 21 57 34","Leo 27 54 01","Ari 23 23 56"
"Guillermo Coria",515,N/A,N/A,"yang fire","yin metal","yin earth","yin metal","yin metal",N/A,"yang metal",monkey,ox,rooster,"Late Winter",metal,selfexisting,eagle,95,monkey,selfexisting,seed,selfexisting,snake,selfexisting,worldBridger,planetary,yellow,blue,"Cap 22 58 41","Vir 11 39 05","Ari 24 26 42"
"Nicolas Mahut",516,N/A,N/A,"yang wood","yin metal","yin earth","yin metal","yin metal",N/A,"yang earth",dragon,ox,rooster,"Late Winter",neutral,crystal,night,103,eagle,crystal,warrior,crystal,skyWalker,crystal,mirror,lunar,yellow,blue,"Aqu 01 07 24","Sag 20 10 57","Tau 02 43 36"
"David Ferrer",517,N/A,N/A,"yin wood","yin water","yin wood","yang water","yang earth",N/A,"yin wood",rabbit,rabbit,dog,"Mid Spring",wood,overtone,wizard,174,wind,overtone,snake,overtone,seed,overtone,hand,solar,red,white,"Ari 12 25 08","Can 29 04 23","Can 09 39 17"
"Tommy Robredo",518,N/A,N/A,"yang wood","yang wood","yang earth","yang water","yang earth",N/A,"yang metal",monkey,dragon,dog,"Late Spring",earth,galactic,night,203,hand,galactic,warrior,galactic,skyWalker,galactic,mirror,rhythmic,yellow,blue,"Tau 10 47 10","Leo 23 24 31","Leo 06 41 49"
"Lukasz Kubot",519,N/A,N/A,"yin earth","yin wood","yin fire","yang water","yang earth",N/A,"yin water",pig,snake,dog,"Early Summer",neutral,planetary,mirror,218,worldBridger,planetary,dragon,planetary,star,planetary,night,selfexisting,red,white,"Tau 25 17 22","Aqu 28 33 13","Leo 21 29 39"
"Mikhail Youzhny",520,N/A,N/A,"yin earth","yang fire","yang fire","yang water","yang earth",N/A,"yin wood",rabbit,horse,dog,"Mid Summer",neutral,spectral,mirror,258,mirror,spectral,dragon,spectral,star,spectral,night,electric,red,white,"Can 03 36 12","Leo 29 03 40","Lib 03 35 42"
"Joachim Johansson",521,N/A,N/A,"yin wood","yang fire","yang fire","yang water","yang earth",N/A,"yin metal",rooster,horse,dog,"Mid Summer",fire,selfexisting,seed,4,sun,selfexisting,eagle,selfexisting,wizard,selfexisting,earth,planetary,blue,yellow,"Can 09 19 29","Sco 16 47 27","Lib 10 01 31"
"Andy Roddick",522,N/A,N/A,"yin wood","yang earth","yang metal","yang water","yang earth",N/A,"yin metal",rooster,monkey,dog,"Early Autumn",metal,crystal,seed,64,warrior,crystal,eagle,crystal,wizard,crystal,earth,lunar,blue,yellow,"Vir 06 47 14","Cap 21 20 28","Sag 09 59 28"
"Robby Ginepri",523,N/A,N/A,"yin water","yin earth","yin metal","yang water","yang earth",N/A,"yin water",pig,rooster,dog,"Mid Autumn",water,spectral,wind,102,wind,spectral,earth,spectral,human,spectral,storm,electric,red,white,"Lib 13 53 18","Gem 11 22 21","Cap 14 33 33"
"Jose Acasuso",524,N/A,N/A,"yang fire","yang metal","yang earth","yang water","yang earth",N/A,"yang water",rat,dog,dog,"Late Autumn",earth,spectral,eagle,115,eagle,spectral,seed,spectral,snake,spectral,worldBridger,electric,yellow,blue,"Lib 26 46 01","Sag 07 39 22","Cap 26 35 36"
"Dmitry Tursunov",525,N/A,N/A,"yin earth","yang water","yang water","yang water","yang earth",N/A,"yin fire",snake,rat,dog,"Mid Winter",water,crystal,star,168,sun,crystal,monkey,crystal,mirror,crystal,skyWalker,lunar,blue,yellow,"Sag 20 07 56","Sco 17 59 03","Pis 20 03 08"
"Carlos Berlocq",526,N/A,N/A,"yang water","yin water","yin earth","yang water","yang earth",N/A,"yang earth",dog,ox,dog,"Late Winter",earth,cosmic,dragon,221,snake,cosmic,mirror,cosmic,monkey,cosmic,sun,magnetic,white,red,"Aqu 14 05 05","Lib 28 36 42","Tau 15 33 53"
"Gilles Muller",527,N/A,N/A,"yin fire","yin fire","yin fire","yin water","yin water",N/A,"yin metal",rooster,snake,pig,"Early Summer",fire,selfexisting,warrior,56,human,selfexisting,night,selfexisting,worldBridger,selfexisting,snake,planetary,blue,yellow,"Tau 18 17 59","Ari 07 16 39","Leo 14 16 04"
"Guillermo Garcia Lopez",528,N/A,N/A,"yin water","yin fire","yin fire","yin water","yin water",N/A,"yin water",pig,snake,pig,"Early Summer",water,selfexisting,wind,82,mirror,selfexisting,earth,selfexisting,human,selfexisting,storm,planetary,red,white,"Gem 13 18 27","Pis 20 14 52","Vir 10 53 08"
"Igor Andreev",529,N/A,N/A,"yin water","yin earth","yin earth","yin water","yin water",N/A,"yin wood",rabbit,sheep,pig,"Late Summer",water,overtone,wind,122,dog,overtone,earth,overtone,human,overtone,storm,solar,red,white,"Can 21 29 23","Vir 17 20 43","Lib 23 32 31"
"Yen Hsun Lu",530,N/A,N/A,"yang wood","yang metal","yang metal","yin water","yin water",N/A,"yang earth",dog,monkey,pig,"Early Autumn",neutral,planetary,skyWalker,153,dragon,planetary,worldBridger,planetary,night,planetary,star,selfexisting,white,red,"Leo 21 08 17","Sco 08 35 06","Sco 24 42 05"
"Florian Mayer",531,N/A,N/A,"yang fire","yin metal","yin metal","yin water","yin water",N/A,"yang wood",tiger,rooster,pig,"Mid Autumn",neutral,planetary,snake,205,skyWalker,planetary,wizard,planetary,eagle,planetary,warrior,selfexisting,white,red,"Lib 11 40 32","Vir 28 20 10","Cap 12 30 38"
"Philipp Kohlschreiber",532,N/A,N/A,"yin fire","yang water","yang earth","yin water","yin water",N/A,"yin earth",ox,dog,pig,"Late Autumn",neutral,galactic,warrior,216,sun,galactic,night,galactic,worldBridger,galactic,snake,rhythmic,blue,yellow,"Lib 22 33 09","Aqu 21 44 18","Cap 22 37 55"
"Fernando Verdasco",533,N/A,N/A,"yin fire","yin water","yin water","yin water","yin water",N/A,"yin earth",sheep,pig,pig,"Early Winter",water,crystal,worldBridger,246,mirror,crystal,skyWalker,crystal,warrior,crystal,eagle,lunar,red,white,"Sco 22 32 54","Pis 23 36 31","Aqu 21 37 54"
"Andreas Seppi",534,N/A,N/A,"yin wood","yang fire","yang wood","yang wood","yang water",N/A,"yin metal",rooster,tiger,rat,"Early Spring",wood,rhythmic,seed,84,seed,rhythmic,eagle,rhythmic,wizard,rhythmic,earth,galactic,blue,yellow,"Pis 02 02 46","Sco 04 16 30","Gem 02 39 51"
"Steve Darcis",535,N/A,N/A,"yang fire","yin fire","yin wood","yang wood","yang water",N/A,"yang fire",horse,rabbit,rat,"Mid Spring",fire,cosmic,seed,104,star,cosmic,eagle,cosmic,wizard,cosmic,earth,magnetic,blue,yellow,"Pis 23 06 09","Can 27 59 10","Gem 22 00 31"
"Rajeev Ram",536,N/A,N/A,"yin metal","yin fire","yin wood","yang wood","yang water",N/A,"yin water",pig,rabbit,rat,"Mid Spring",neutral,overtone,moon,109,earth,overtone,dog,overtone,storm,overtone,human,solar,white,red,"Pis 28 04 45","Lib 13 22 44","Gem 26 32 20"
"Philipp Petzschner",537,N/A,N/A,"yin fire","yin fire","yin wood","yang wood","yang water",N/A,"yin fire",snake,rabbit,rat,"Mid Spring",fire,spectral,eagle,115,eagle,spectral,seed,spectral,snake,spectral,worldBridger,electric,yellow,blue,"Ari 04 02 01","Cap 05 58 05","Can 01 57 56"
"Juan Monaco",538,N/A,N/A,"yang water","yin fire","yin wood","yang wood","yang water",N/A,"yang earth",dog,rabbit,rat,"Mid Spring",neutral,electric,sun,120,seed,electric,storm,electric,dog,electric,dragon,spectral,blue,yellow,"Ari 08 58 56","Pis 06 06 41","Can 06 29 31"
"Mario Ancic",539,N/A,N/A,"yin water","yin fire","yin wood","yang wood","yang water",N/A,"yin water",pig,rabbit,rat,"Mid Spring",water,selfexisting,dragon,121,earth,selfexisting,mirror,selfexisting,monkey,selfexisting,sun,planetary,white,red,"Ari 09 58 13","Pis 17 58 24","Can 07 23 55"
"Janko Tipsarevic",540,N/A,N/A,"yin fire","yang metal","yang fire","yang wood","yang water",N/A,"yin water",pig,horse,rat,"Mid Summer",water,planetary,snake,205,skyWalker,planetary,wizard,planetary,eagle,planetary,warrior,selfexisting,white,red,"Can 01 13 51","Ari 12 34 41","Lib 00 55 37"
"Robin Soderling",541,N/A,N/A,"yang metal","yang water","yang metal","yang wood","yang water",N/A,"yang earth",dragon,monkey,rat,"Early Autumn",neutral,spectral,mirror,258,mirror,spectral,dragon,spectral,star,spectral,night,electric,red,white,"Leo 21 51 43","Pis 23 20 34","Sco 25 25 46"
"Gilles Simon",542,N/A,N/A,"yin wood","yang fire","yang water","yang wood","yang water",N/A,"yin earth",sheep,rat,rat,"Mid Winter",water,electric,skyWalker,133,earth,electric,worldBridger,electric,night,electric,star,spectral,white,red,"Cap 05 55 46","Pis 06 00 05","Ari 06 42 05"
"Ivan Dodig",543,N/A,N/A,"yin metal","yang fire","yang water","yang wood","yang water",N/A,"yin earth",ox,rat,rat,"Mid Winter",water,solar,storm,139,eagle,solar,sun,solar,moon,solar,wind,overtone,yellow,blue,"Cap 12 02 43","Tau 17 43 04","Ari 13 06 58"
"Stan Wawrinka",544,N/A,N/A,"yang fire","yin earth","yin wood","yin wood","yin earth",N/A,"yang wood",tiger,rabbit,ox,"Mid Spring",wood,electric,seed,224,star,electric,eagle,electric,wizard,electric,earth,spectral,blue,yellow,"Ari 07 45 21","Gem 24 11 40","Can 05 22 01"
"Jo Wilfried Tsonga",545,N/A,N/A,"yang fire","yang metal","yang earth","yin wood","yin earth",N/A,"yang earth",dog,dragon,ox,"Late Spring",earth,planetary,seed,244,human,planetary,eagle,planetary,wizard,planetary,earth,selfexisting,blue,yellow,"Ari 27 25 02","Pis 27 51 58","Can 23 41 26"
"John Isner",546,N/A,N/A,"yin wood","yang metal","yang earth","yin wood","yin earth",N/A,"yin earth",sheep,dragon,ox,"Late Spring",earth,rhythmic,skyWalker,253,skyWalker,rhythmic,worldBridger,rhythmic,night,rhythmic,star,galactic,white,red,"Tau 06 11 49","Can 15 56 51","Leo 02 09 58"
"Horacio Zeballos",547,N/A,N/A,"yang fire","yang metal","yang earth","yin wood","yin earth",N/A,"yang metal",monkey,dragon,ox,"Late Spring",earth,resonant,wizard,254,worldBridger,resonant,snake,resonant,seed,resonant,hand,resonant,red,white,"Tau 07 10 11","Can 28 49 11","Leo 03 07 12"
"Marcos Baghdatis",548,N/A,N/A,"yin fire","yang water","yang fire","yin wood","yin earth",N/A,"yin water",pig,horse,ox,"Mid Summer",neutral,rhythmic,snake,45,snake,rhythmic,wizard,rhythmic,eagle,rhythmic,warrior,galactic,white,red,"Gem 26 13 52","Gem 14 49 00","Vir 25 17 52"
"Lukas Rosol",549,N/A,N/A,"yang wood","yin water","yin earth","yin wood","yin earth",N/A,"yang water",rat,sheep,ox,"Late Summer",earth,selfexisting,wind,82,mirror,selfexisting,earth,selfexisting,human,selfexisting,storm,planetary,red,white,"Leo 01 31 40","Lib 25 08 09","Sco 04 25 03"
"Nicolas Almagro",550,N/A,N/A,"yang water","yang wood","yang metal","yin wood","yin earth",N/A,"yang earth",dragon,monkey,ox,"Early Autumn",earth,rhythmic,dog,110,dog,rhythmic,moon,rhythmic,sun,rhythmic,monkey,galactic,red,white,"Leo 28 22 12","Sco 06 02 27","Sag 01 51 11"
"Tomas Berdych",551,N/A,N/A,"yin earth","yin wood","yin metal","yin wood","yin earth",N/A,"yin earth",sheep,rooster,ox,"Mid Autumn",earth,resonant,earth,137,moon,resonant,wind,resonant,hand,resonant,seed,resonant,white,red,"Vir 24 32 15","Sco 01 40 08","Sag 26 39 49"
"Pablo Cuevas",552,N/A,N/A,"yin wood","yang earth","yang water","yin wood","yin earth",N/A,"yin fire",snake,rat,ox,"Mid Winter",earth,solar,night,243,storm,solar,warrior,solar,skyWalker,solar,mirror,overtone,yellow,blue,"Cap 10 46 32","Vir 11 40 55","Ari 11 47 33"
"Sergiy Stakhovsky",553,N/A,N/A,"yang metal","yin earth","yin earth","yin wood","yin earth",N/A,"yang earth",dog,ox,ox,"Late Winter",earth,magnetic,star,248,star,magnetic,monkey,magnetic,mirror,magnetic,skyWalker,cosmic,blue,yellow,"Cap 15 52 20","Sco 21 02 15","Ari 17 06 39"
"Pablo Andujar",554,N/A,N/A,"yin fire","yin earth","yin earth","yin wood","yin earth",N/A,"yin wood",rabbit,ox,ox,"Late Winter",earth,overtone,snake,5,skyWalker,overtone,wizard,overtone,eagle,overtone,warrior,solar,white,red,"Aqu 03 11 19","Can 03 57 46","Tau 04 48 16"
"Viktor Troicki",555,N/A,N/A,"yin wood","yang metal","yang wood","yang fire","yang wood",N/A,"yin metal",rooster,tiger,tiger,"Early Spring",wood,planetary,night,23,monkey,planetary,warrior,planetary,skyWalker,planetary,mirror,selfexisting,yellow,blue,"Aqu 21 27 19","Pis 09 45 46","Tau 22 40 27"
"Marcel Granollers",556,N/A,N/A,"yang fire","yang water","yang earth","yang fire","yang wood",N/A,"yang earth",dog,dragon,tiger,"Late Spring",earth,rhythmic,seed,84,seed,rhythmic,eagle,rhythmic,wizard,rhythmic,earth,galactic,blue,yellow,"Ari 22 17 10","Tau 28 06 12","Can 18 50 01"
"Kevin Anderson",557,N/A,N/A,"yang water","yin water","yin fire","yang fire","yang wood",N/A,"yang earth",dog,snake,tiger,"Early Summer",fire,electric,sun,120,seed,electric,storm,electric,dog,electric,dragon,spectral,blue,yellow,"Tau 27 15 18","Vir 14 53 30","Leo 23 33 01"
"Rafael Nadal",558,N/A,N/A,"yang earth","yin water","yin fire","yang fire","yang wood",N/A,"yang wood",tiger,snake,tiger,"Early Summer",wood,rhythmic,warrior,136,warrior,rhythmic,night,rhythmic,worldBridger,rhythmic,snake,galactic,blue,yellow,"Gem 12 36 58","Ari 28 07 39","Vir 10 07 15"
"Richard Gasquet",559,N/A,N/A,"yin water","yang wood","yang fire","yang fire","yang wood",N/A,"yin fire",snake,horse,tiger,"Mid Summer",fire,galactic,monkey,151,eagle,galactic,star,galactic,dragon,galactic,dog,rhythmic,yellow,blue,"Gem 26 57 32","Sco 05 37 58","Vir 26 06 44"
"Gael Monfils",560,N/A,N/A,"yang earth","yang fire","yang metal","yang fire","yang wood",N/A,"yang metal",monkey,monkey,tiger,"Early Autumn",metal,overtone,worldBridger,226,wizard,overtone,skyWalker,overtone,warrior,overtone,eagle,solar,red,white,"Vir 08 45 19","Leo 05 36 43","Sag 11 52 04"
"Denis Istomin",561,N/A,N/A,"yang wood","yang fire","yang metal","yang fire","yang wood",N/A,"yang wood",tiger,monkey,tiger,"Early Autumn",wood,spectral,human,232,human,spectral,hand,spectral,wind,spectral,moon,electric,blue,yellow,"Vir 14 34 20","Lib 24 42 08","Sag 17 21 56"
"Jeremy Chardy",562,N/A,N/A,"yang water","yang water","yang wood","yin fire","yin wood",N/A,"yang earth",dragon,tiger,rabbit,"Early Spring",wood,cosmic,dog,130,wizard,cosmic,moon,cosmic,sun,cosmic,monkey,magnetic,red,white,"Aqu 23 14 02","Leo 07 51 54","Tau 24 22 15"
"Robin Haase",563,N/A,N/A,"yin wood","yang wood","yang earth","yin fire","yin wood",N/A,"yin metal",rooster,dragon,rabbit,"Late Spring",wood,magnetic,night,183,night,magnetic,warrior,magnetic,skyWalker,magnetic,mirror,cosmic,yellow,blue,"Ari 16 09 34","Can 18 04 07","Can 13 06 33"
"Andy Murray",564,N/A,N/A,"yang wood","yin wood","yin fire","yin fire","yin wood",N/A,"yang water",rat,snake,rabbit,"Early Summer",wood,magnetic,wind,222,wind,magnetic,earth,magnetic,human,magnetic,storm,cosmic,red,white,"Tau 24 08 05","Sag 21 00 18","Leo 20 16 42"
"Leonardo Mayer",565,N/A,N/A,"yang wood","yin wood","yin fire","yin fire","yin wood",N/A,"yang water",rat,snake,rabbit,"Early Summer",wood,magnetic,wind,222,wind,magnetic,earth,magnetic,human,magnetic,storm,cosmic,red,white,"Tau 24 08 05","Sag 21 00 18","Leo 20 16 42"
"Novak Djokovic",566,N/A,N/A,"yin metal","yin wood","yin fire","yin fire","yin wood",N/A,"yin earth",sheep,snake,rabbit,"Early Summer",neutral,galactic,moon,229,skyWalker,galactic,dog,galactic,storm,galactic,human,rhythmic,white,red,"Gem 00 52 30","Ari 00 20 30","Leo 27 23 00"
"Fabio Fognini",567,N/A,N/A,"yin water","yin wood","yin fire","yin fire","yin wood",N/A,"yin metal",rooster,snake,rabbit,"Early Summer",neutral,planetary,monkey,231,storm,planetary,star,planetary,dragon,planetary,dog,selfexisting,yellow,blue,"Gem 02 47 53","Ari 26 27 03","Leo 29 26 19"
"Ryan Sweeting",568,N/A,N/A,"yang wood","yin fire","yin earth","yin fire","yin wood",N/A,"yang water",rat,sheep,rabbit,"Late Summer",wood,solar,wind,22,mirror,solar,earth,solar,human,solar,storm,overtone,red,white,"Can 21 31 38","Pis 08 46 25","Lib 23 34 44"
"Andrey Golubev",569,N/A,N/A,"yang water","yin fire","yin earth","yin fire","yin wood",N/A,"yang metal",monkey,sheep,rabbit,"Late Summer",neutral,selfexisting,dog,30,worldBridger,selfexisting,moon,selfexisting,sun,selfexisting,monkey,planetary,red,white,"Can 29 09 37","Gem 22 25 00","Sco 01 52 39"
"Mischa Zverev",570,N/A,N/A,"yin water","yang earth","yang metal","yin fire","yin wood",N/A,"yin wood",rabbit,monkey,rabbit,"Early Autumn",wood,solar,dragon,61,earth,solar,mirror,solar,monkey,solar,sun,overtone,white,red,"Leo 28 52 08","Leo 06 56 14","Sag 02 20 28"
"Sam Querrey",571,N/A,N/A,"yin earth","yin earth","yin metal","yin fire","yin wood",N/A,"yin earth",ox,rooster,rabbit,"Mid Autumn",earth,electric,hand,107,monkey,electric,human,electric,earth,electric,wizard,spectral,yellow,blue,"Lib 13 41 05","Ari 17 55 03","Cap 14 22 11"
"Santiago Giraldo",572,N/A,N/A,"yang metal","yin metal","yin water","yin fire","yin wood",N/A,"yang earth",dragon,pig,rabbit,"Early Winter",wood,lunar,mirror,158,dog,lunar,dragon,lunar,star,lunar,night,crystal,red,white,"Sag 04 42 00","Aqu 27 50 33","Pis 03 58 35"
"Mikhail Kukushkin",573,N/A,N/A,"yin earth","yang water","yang water","yin fire","yin wood",N/A,"yin metal",rooster,rat,rabbit,"Mid Winter",water,overtone,hand,187,eagle,overtone,human,overtone,earth,overtone,wizard,solar,yellow,blue,"Cap 04 10 15","Pis 22 25 55","Ari 04 51 13"
"Thomaz Bellucci",574,N/A,N/A,"yin water","yang water","yang water","yin fire","yin wood",N/A,"yin earth",ox,rat,rabbit,"Mid Winter",water,solar,monkey,191,hand,solar,star,solar,dragon,solar,dog,overtone,yellow,blue,"Cap 08 14 49","Tau 15 55 22","Ari 09 08 26"
"Albert Ramos",575,N/A,N/A,"yin metal","yin water","yin earth","yin fire","yin wood",N/A,"yin earth",sheep,ox,rabbit,"Late Winter",earth,magnetic,moon,209,moon,magnetic,dog,magnetic,storm,magnetic,human,cosmic,white,red,"Cap 26 35 16","Cap 02 18 42","Ari 28 08 32"
"Roberto Bautista Agut",576,N/A,N/A,"yin earth","yang fire","yang earth","yang earth","yang earth",N/A,"yin water",pig,dragon,dragon,"Late Spring",earth,planetary,warrior,36,seed,planetary,night,planetary,worldBridger,planetary,snake,selfexisting,blue,yellow,"Ari 24 45 10","Pis 27 42 08","Can 21 09 40"
"Adrian Mannarino",577,N/A,N/A,"yin wood","yang earth","yang fire","yang earth","yang earth",N/A,"yin wood",rabbit,horse,dragon,"Mid Summer",earth,galactic,human,112,warrior,galactic,hand,galactic,wind,galactic,moon,rhythmic,blue,yellow,"Can 07 56 56","Cap 03 35 24","Lib 08 28 35"
"Ernests Gulbis",578,N/A,N/A,"yin fire","yang metal","yang metal","yang earth","yang earth",N/A,"yin fire",snake,monkey,dragon,"Early Autumn",neutral,overtone,wizard,174,wind,overtone,snake,overtone,seed,overtone,hand,solar,red,white,"Vir 07 19 20","Ari 20 06 53","Sag 10 30 06"
"Yuichi Sugita",579,N/A,N/A,"yang fire","yin metal","yin metal","yang earth","yang earth",N/A,"yang water",rat,rooster,dragon,"Mid Autumn",neutral,spectral,skyWalker,193,skyWalker,spectral,worldBridger,spectral,night,spectral,star,electric,white,red,"Vir 25 47 07","Sag 17 59 23","Sag 27 49 10"
"Juan Martin Del Potro",580,N/A,N/A,"yin metal","yin metal","yin metal","yang earth","yang earth",N/A,"yin fire",snake,rooster,dragon,"Mid Autumn",metal,electric,mirror,198,wind,electric,dragon,electric,star,electric,night,spectral,red,white,"Lib 00 40 25","Aqu 28 13 40","Cap 02 20 29"
"Marin Cilic",581,N/A,N/A,"yang fire","yin metal","yin metal","yang earth","yang earth",N/A,"yang earth",dog,rooster,dragon,"Mid Autumn",earth,galactic,night,203,hand,galactic,warrior,galactic,skyWalker,galactic,mirror,rhythmic,yellow,blue,"Lib 05 34 27","Tau 13 04 48","Cap 06 52 07"
"Alexandr Dolgopolov",582,N/A,N/A,"yang fire","yin water","yin water","yang earth","yang earth",N/A,"yang wood",tiger,pig,dragon,"Early Winter",neutral,solar,night,243,storm,solar,warrior,solar,skyWalker,solar,mirror,overtone,yellow,blue,"Sco 15 18 02","Lib 21 27 36","Aqu 14 26 20"
"Joao Sousa",583,N/A,N/A,"yin earth","yin fire","yin wood","yin earth","yin fire",N/A,"yin earth",ox,rabbit,snake,"Mid Spring",earth,solar,worldBridger,126,wind,solar,skyWalker,solar,warrior,solar,eagle,overtone,red,white,"Ari 09 45 34","Cap 10 35 22","Can 07 12 46"
"Benoit Paire",584,N/A,N/A,"yang earth","yin earth","yin fire","yin earth","yin fire",N/A,"yang earth",dragon,snake,snake,"Early Summer",earth,solar,snake,165,dragon,solar,wizard,solar,eagle,solar,warrior,overtone,white,red,"Tau 17 52 07","Gem 28 39 27","Leo 13 49 37"
"John Millman",585,N/A,N/A,"yin wood","yang metal","yang fire","yin earth","yin fire",N/A,"yin fire",snake,horse,snake,"Mid Summer",fire,resonant,wind,202,wizard,resonant,earth,resonant,human,resonant,storm,resonant,red,white,"Gem 23 24 12","Lib 28 24 45","Vir 22 07 13"
"Martin Klizan",586,N/A,N/A,"yang water","yin metal","yin earth","yin earth","yin fire",N/A,"yang metal",monkey,sheep,snake,"Late Summer",neutral,galactic,moon,229,skyWalker,galactic,dog,galactic,storm,galactic,human,rhythmic,white,red,"Can 19 09 33","Lib 24 28 19","Lib 20 58 24"
"Peter Gojowczyk",587,N/A,N/A,"yang fire","yin metal","yin earth","yin earth","yin fire",N/A,"yang water",rat,sheep,snake,"Late Summer",neutral,crystal,skyWalker,233,snake,crystal,worldBridger,crystal,night,crystal,star,lunar,white,red,"Can 22 58 25","Sag 13 19 24","Lib 25 09 58"
"Radu Albot",588,N/A,N/A,"yin wood","yin wood","yin water","yin earth","yin fire",N/A,"yin water",pig,pig,snake,"Early Winter",neutral,magnetic,human,92,human,magnetic,hand,magnetic,wind,magnetic,moon,cosmic,blue,yellow,"Sco 19 04 41","Ari 24 11 52","Aqu 18 10 21"
"Steve Johnson",589,N/A,N/A,"yang earth","yang fire","yang water","yin earth","yin fire",N/A,"yang fire",horse,rat,snake,"Mid Winter",fire,overtone,eagle,135,night,overtone,seed,overtone,snake,overtone,worldBridger,solar,yellow,blue,"Cap 02 39 32","Sco 21 39 59","Ari 03 15 46"
"Kei Nishikori",590,N/A,N/A,"yin water","yang fire","yang water","yin earth","yin fire",N/A,"yin water",pig,rat,snake,"Mid Winter",water,planetary,sun,140,star,planetary,storm,planetary,dog,planetary,dragon,selfexisting,blue,yellow,"Cap 07 45 20","Cap 23 44 00","Ari 08 37 30"
"Jan Lennard Struff",591,N/A,N/A,"yang metal","yang metal","yang earth","yang metal","yang fire",N/A,"yang metal",monkey,dragon,horse,"Late Spring",metal,planetary,earth,257,snake,planetary,wind,planetary,hand,planetary,seed,selfexisting,white,red,"Tau 05 01 16","Tau 09 31 15","Leo 01 01 15"
"Guido Pella",592,N/A,N/A,"yang water","yin metal","yin fire","yang metal","yang fire",N/A,"yang fire",horse,snake,horse,"Early Summer",fire,rhythmic,storm,19,storm,rhythmic,sun,rhythmic,moon,rhythmic,wind,galactic,yellow,blue,"Tau 26 19 26","Aqu 22 25 47","Leo 22 34 29"
"Daniel Evans",593,N/A,N/A,"yang earth","yin metal","yin fire","yang metal","yang fire",N/A,"yang water",rat,snake,horse,"Early Summer",fire,crystal,snake,25,earth,crystal,wizard,crystal,eagle,crystal,warrior,lunar,white,red,"Gem 02 05 58","Tau 17 53 25","Leo 28 41 42"
"Vasek Pospisil",594,N/A,N/A,"yin earth","yang water","yang fire","yang metal","yang fire",N/A,"yin earth",sheep,horse,horse,"Mid Summer",fire,selfexisting,warrior,56,human,selfexisting,night,selfexisting,worldBridger,selfexisting,snake,planetary,blue,yellow,"Can 01 46 05","Can 11 38 13","Lib 01 31 21"
"Dusan Lajovic",595,N/A,N/A,"yang fire","yang water","yang fire","yang metal","yang fire",N/A,"yang wood",tiger,horse,horse,"Mid Summer",fire,spectral,night,63,night,spectral,warrior,spectral,skyWalker,spectral,mirror,electric,yellow,blue,"Can 08 26 46","Lib 14 56 56","Lib 09 01 52"
"Federico Delbonis",596,N/A,N/A,"yin water","yin wood","yin metal","yang metal","yang fire",N/A,"yin wood",rabbit,rooster,horse,"Mid Autumn",neutral,selfexisting,sun,160,warrior,selfexisting,storm,selfexisting,dog,selfexisting,dragon,planetary,blue,yellow,"Lib 11 59 28","Ari 25 38 04","Cap 12 47 45"
"Marius Copil",597,N/A,N/A,"yin wood","yang fire","yang earth","yang metal","yang fire",N/A,"yin wood",rabbit,dog,horse,"Late Autumn",neutral,electric,human,172,warrior,electric,hand,electric,wind,electric,moon,spectral,blue,yellow,"Lib 23 51 30","Lib 10 45 08","Cap 23 51 14"
"Jerzy Janowicz",598,N/A,N/A,"yang water","yin fire","yin water","yang metal","yang fire",N/A,"yang fire",horse,pig,horse,"Early Winter",fire,selfexisting,storm,199,eagle,selfexisting,sun,selfexisting,moon,selfexisting,wind,planetary,yellow,blue,"Sco 20 50 48","Lib 07 42 32","Aqu 19 56 02"
"David Goffin",599,N/A,N/A,"yang fire","yang earth","yang water","yang metal","yang fire",N/A,"yang fire",horse,rat,horse,"Mid Winter",fire,lunar,night,223,eagle,lunar,warrior,lunar,skyWalker,lunar,mirror,crystal,yellow,blue,"Sag 15 07 01","Leo 25 41 29","Pis 14 47 49"
